web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price
1662023689-400,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 94 m², CHF 1790.—","Baumschuelwäg 1, 8197 Rafz, ZH",CHF 1790.—,«Wohnung mit perfekter Anbindung in alle Richtungen»,"3,5 Zimmer, 94 m², CHF 1790.—Baumschuelwäg 1, 8197 Rafz, ZH«Wohnung mit perfekter Anbindung in alle Richtungen»Wohnen im grünen Rafz - kein Problem.Sind Sie auf der Suche nach der perfekten Wohnung? Ob mit der Familie oder auch nur alleine. Die gepflegte 3.5-Zimmer-Wohnung im 1. Obergeschoss bietet Ihnen geräumige Zimmer und einen schönen Balkon. Der perfekte Platz zum Wohnen.Nebst einer modern augestatteten Küche und einem tollen Grundriss haben Sie perfekten Blick auf einen grünen Park. Zusätzlich haben sie Zugang zu einer Tiefgarage, welche sie durch ihren Wohnblock unterirdischen erreichen können. Die Wohnung verfügt über ein Badezimmer und ergänzenAnbieter kontaktierenKontaktieren",3.5,94,1790
1662023752-883,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=21,"3,5 Zimmer, 100 m², CHF 1941.—","Pfäffikerstrasse 119, 8605 Gutenswil, ZH",CHF 1941.—,«Schöne 3.5-Zimmer-Wohnung an ruhiger Lage»,"3,5 Zimmer, 100 m², CHF 1941.—Pfäffikerstrasse 119, 8605 Gutenswil, ZH«Schöne 3.5-Zimmer-Wohnung an ruhiger Lage»Schöne 3.5-Zimmer-Wohnung an ruhiger Lage (mit Balkon):- Küche mit Glaskeramik und Geschirrspühler- Böden: Parkett + Platten- Eigene Waschmaschine/Tumbler- Warmluftcheminée- Bad/Toilette mit Doppellavabo- Separates Gäste-WC mit LavaboTiefgaragenplätze können für Fr. 130.-- pro Monat dazugemietet werden.=> Hunde sind leider nicht erlaubt !Anbieter kontaktierenKontaktieren",3.5,100,1941
1662023733-737,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=27,"3,5 Zimmer, 107 m², CHF 2725.—","Lindenhofstrasse 4a, 8180 Bülach, ZH",CHF 2725.—,«Topmoderne Attikawohnung zu vermieten»,"3,5 Zimmer, 107 m², CHF 2725.—Lindenhofstrasse 4a, 8180 Bülach, ZH«Topmoderne Attikawohnung zu vermieten»Diese morderne Attikawohnung bietet Ihnen folgende Ausstattung:- Wunderschöne Küche mit Natursteinabdeckung und modernen Geräten- Helle und grosse Räumlichkeiten- Zwei grosse Terrassen - Ganze Wohnung mit Parkettboden- Bad/WC mit moderner Optik- Waschmaschine / Tumbler in der Wohnung- Lift vorhanden- Einstellplätze ab CHF 120.- / MonatDiese wunderschöne Attikawohnung befindet sich mitten in Bülach, nur einige Gehminuten vom Altstädtli und dem Bahnhof. Der Lindenhof befindet sich direkt gegenüber der Liegenschaft. Auch Einkaufsmöglichkeiten wie Anbieter kontaktierenKontaktieren",3.5,107,2725
1662023720-631,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=31,"3,5 Zimmer, 88 m², CHF 1750.—","Möslistrasse 40, 8155 Niederhasli, ZH",CHF 1750.—,«Naherholungsgebiet am Fuss der Lägern»,"3,5 Zimmer, 88 m², CHF 1750.—Möslistrasse 40, 8155 Niederhasli, ZH«Naherholungsgebiet am Fuss der Lägern»Diese schöne und grosszügige 3.5-Zimmerwohnung in Niederhasli bietet Ihnen:- alle Wohnräume mit Laminatboden- offene Küche - mit Geschirrspüler - mit Glaskeramikherd- Badezimmer mit Badewanne- separates WC- Reduit- grosser BalkonBei den Fotos handelt es sich um Musterfotos. Einstellplätze können bei Bedarf und Verfügbarkeit für CHF 120.00 monatlich dazu gemietet werden.Einkaufsmöglichkeiten wie zum Beispiel eine Migros und weitere Dienstanbieter befinden sich im Zentrum Niederhasli. Ebenfalls sind die Kindergärten Spitz, Adlibogen, Lindacker unAnbieter kontaktierenKontaktieren",3.5,88,1750
1662023755-895,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=20,"3,5 Zimmer, 80 m², CHF 2150.—","Hintere Grundstrasse 29, 8135 Langnau am Albis, ZH",CHF 2150.—,«HELLES UND RENOVIERTES SCHMUCKSTÜCK AN RUHIGER UND ZENTRALER LAGE»,"3,5 Zimmer, 80 m², CHF 2150.—Hintere Grundstrasse 29, 8135 Langnau am Albis, ZH«HELLES UND RENOVIERTES SCHMUCKSTÜCK AN RUHIGER UND ZENTRALER LAGE»Dieses einzigartige Schmuckstück in der wunderschönen Albisregion, unweit des Zürisees, wird Ihr Herz höher schlagen lassen. Die Liegenschaft wurde 2020 teilrenoviert und verfügt seitdem in allen Wohnräumen sowie in der Küche über ansprechendes Echtholzparkett. Das grosszügige und lichtdurchflutete Wohnzimmer bietet Ihnen dank dem tollen Grundriss viele Möglichkeiten zum einrichten. Die beiden Schlafzimmer bieten ebenfalls viel Tageslicht und ausreichend Platz. Das helle Bad lädt mit seiner Badewanne zum Entspannen ein und wird durch den eigeneNeu",3.5,80,2150
1662023758-933,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=19,"4,5 Zimmer, 98 m², CHF 3299.—","Eggbühlstrasse 1, 8050 Zürich, ZH",CHF 3299.—,«Modernes wohnen an bester Lage in Oerlikon!»,"4,5 Zimmer, 98 m², CHF 3299.—Eggbühlstrasse 1, 8050 Zürich, ZH«Modernes wohnen an bester Lage in Oerlikon!»Wir vermieten per sofort diese moderne Wohnung an super Lage! Die Liegenschaft, welche im Juni 2014 erbaut wurde, überzeugt mit einer vielfältigen Grundrissgestaltung, einem modernen Innenausbau sowie einer sehr hochwertigen Bauweise.Ihre Vorteile auf einen Blick:Zuhause an bester WohnlageTramhaltestelle Felsenrainstrasse direkt vor der HaustürAb Bahnhof Oerlikon hervorragend vernetzt in alle RichtungenEinkaufsmöglichkeiten in unmittelbarer NäheZeitlose BauweiseMinergie-StandardLichtdurchflutete RäumeGut möblierbare GrundrisseModernes WohnkonzeAnbieter kontaktierenKontaktieren",4.5,98,3299
1662023695-445,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=39,"4 Zimmer, 72 m², CHF 2280.—","Eibenstrasse 6, 8045 Zürich, ZH",CHF 2280.—,"«Wunderschöne, sonnige, ruhige, geräumige 4.0 Zimmer Wohnung im 3 Stock»","4 Zimmer, 72 m², CHF 2280.—Eibenstrasse 6, 8045 Zürich, ZH«Wunderschöne, sonnige, ruhige, geräumige 4.0 Zimmer Wohnung im 3 Stock»",4.0,72,2280
1662023689-408,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41,"4 Zimmer, 70 m², CHF 1490.—","Widenweg 12, 8630 Rüti ZH, ZH",CHF 1490.—,«Suchen Sie was in Rüti ? Helle 4 ZWG zu vermieten»,"4 Zimmer, 70 m², CHF 1490.—Widenweg 12, 8630 Rüti ZH, ZH«Suchen Sie was in Rüti ? Helle 4 ZWG zu vermieten»Helle gemütliche 4 Zimmer Wohnung in Rüti zu vermieten : ein kurzer Einblick in die WHG: moderne Küche mit Glaskeramikherd, Geschirrspülmaschine und Plättlibodenhelle Zimmer *pflegeleichten Laminat Boden modernes Badezimmer mit Plättlibodenkurze Distanzen zum Einkaufen, Schule und Freizeitlassen Sie sich diese Wohnung nicht entgehen. Vereinbaren sie noch heute einen Besichtigungstermin!!Anbieter kontaktierenKontaktieren",4.0,70,1490
1662023798-1229,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=6,"4,5 Zimmer, 119 m², CHF 2380.—","Huebbrunnenstrasse 2, 8627 Grüningen, ZH",CHF 2380.—,"«Grosszügig, modern, zentral und ruhig»","top4,5 Zimmer, 119 m², CHF 2380.—Huebbrunnenstrasse 2, 8627 Grüningen, ZH«Grosszügig, modern, zentral und ruhig»Per 1. Oktober 2022 oder nach Vereinbarung vermieten wir diese grosszügige, als Eigentumswohnung gebaute 4.5 Zimmer Wohnung an zentraler, aber ruhiger Lage an einer nicht durchgehenden Quartierstrasse im wunderschönen Grüningen.Die helle Wohnung verfügt über Eichenparkett in den Zimmern und hellen Plattenböden in den anderen Bereichen, überall mit Bodenheizung.Im Wohnzimmer befindet sich ein Schwedenofen, es sind viele Einbauschränke sowie ein sehr grosser Balkon (21 m2) vorhanden, wo auch eine grössere Gesellschaft komfortabel Platz findet.Die",4.5,119,2380
1662023714-597,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=33,"2,5 Zimmer, 119 m², CHF 2150.—","8344 Bäretswil, ZH",CHF 2150.—,«AN RUHIGER UND ZENTRALER LAGE»,"2,5 Zimmer, 119 m², CHF 2150.—8344 Bäretswil, ZH«AN RUHIGER UND ZENTRALER LAGE»Im Herzen von Bäretswil verkaufen wir eine wunderschöne lichtdurchflutende Maisonette-Wohnung, die jedes Herz höherschlagen lässt. Durch die perfekte Aufteilung bieten sich viele Möglichkeiten zur eigenen Gestaltung. Im oberen Bereich findet sich die offene Küche mit der Wohn- und Esszimmer Kombination, das Badezimmer und Zugang zum 24m² grossen Balkon. Im unteren Bereich findet sich der Keller mit Waschturm und ein grosses Zimmer mit ca. 3.5m Raumhöhe.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:-Garagenplatz und ein AuAnbieter kontaktierenKontaktieren",2.5,119,2150
1662023733-744,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=27,"1 Zimmer, 21 m², CHF 910.—","Rebhaldenstrasse 71, 8625 Gossau ZH, ZH",CHF 910.—,«WG-Zimmer (3-OG2) in einzigartiger Villa mit grossem Garten»,"1 Zimmer, 21 m², CHF 910.—Rebhaldenstrasse 71, 8625 Gossau ZH, ZH«WG-Zimmer (3-OG2) in einzigartiger Villa mit grossem Garten»Leben in der Villa - WGWir suchen einen Mitbewohner für die WG in der Villa ""Villa im Park"" an der Rebhaldenstrasse 71 in Gossau.Das WG-Zimmer Nr. 3 im 2. OG lässt sich wie folgt beschreiben:- helles Zimmer- komplette Küche zur Mitbenutzung- angenehme Mietmieter- 2 Nasszellen- WM-Tumbler zur freien Benutzung - 5 Minuten zur Busstation- grosser Garten- Pool / Poolhaus gegen Aufpreis verfügbar- Parkmöglichkeit gegen Aufpreis verfügbarDie Wohnung im 2. Obergeschoss besteht aus 6 Einzelzimmern. Neben der Wohnküche dienen das Badezimmer, ausgestatte",1.0,21,910
1662023789-1154,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=9,"4,5 Zimmer, 130 m², CHF 2620.—","Konradstrasse 12, 8400 Winterthur, ZH",CHF 2620.—,«Grosszügige Wohnung am Puls des Geschehens»,"4,5 Zimmer, 130 m², CHF 2620.—Konradstrasse 12, 8400 Winterthur, ZH«Grosszügige Wohnung am Puls des Geschehens»Hier wohnen Sie mit City-Flair:- Eingangsbereich mit Garderobe - Küche mit Geschirrspüler und Glaskeramikherd- Einladender, offen gestalteter Wohn- und Essbereich mit direktem Zugang zur Loggia- Verglaste Loggia, welches sich öffnen lässt- Einbauschränke im Korridor- Bad mit Badewanne und WC- Gästetoilette mit Dusche und WC- Grosszügiger Abstellraum mit ca. 10 m²- Beste Anschlüsse an das ÖV-Netz, ca. 2 Gehminuten zum Bahnhof- Einkaufsmöglichkeiten in unmittelbarer Umgebung- Kellerabteil vorhanden- Einstellplatz à CHF 175.- dazumietbar- Bilder zAnbieter kontaktierenKontaktieren",4.5,130,2620
1662023752-876,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=21,"1,5 Zimmer, CHF 1950.—","Sihlfeldstrasse 83, 8004 Zürich, ZH",CHF 1950.—,«Mittendrin im Lochergut»,"1,5 Zimmer, CHF 1950.—Sihlfeldstrasse 83, 8004 Zürich, ZH«Mittendrin im Lochergut»An zentraler Lage Mitten in der Stadt vermieten wir diese möblierten Apartments der besonderen Art - komfortabel und sofort bezugsbereit. Erleben Sie gemütliches Wohnen in einer frisch sanierten Liegenschaft im Herzen von Zürich.Ihre neuen vier Wände überraschen Sie mit folgenden Highlights, welche im Mietpreis inklusive sind:+ Sämtliche Nebenkosten wie Strom, Wasser, Heizung + WLAN+ Komplett ausgestattete Küche mit Kühlschrank und 2-Platten Induktionsherd+ Wasserkocher, Pfannen, Geschirr+ Flachbildschirm Fernseher + Kabelfernsehen + BadezimmerAnbieter kontaktierenKontaktieren",1.5,,1950
1662023727-689,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=29,"4,5 Zimmer, 100 m², CHF 1781.—","Steinstrasse 14, 8106 Adlikon b. Regensdorf, ZH",CHF 1781.—,«In familienfreundlicher Umgebung»,"4,5 Zimmer, 100 m², CHF 1781.—Steinstrasse 14, 8106 Adlikon b. Regensdorf, ZH«In familienfreundlicher Umgebung»Wir vermieten ab 01.11.2022 oder nach Vereinbarung eine 4.5 Zimmer-Wohnung im 3. OG.Die Wohnung hat folgende Vorzüge:  Plattenböden in Küche und Bad Parkettböden in Wohn- und Schlafzimmer BalkonDie Küche hat folgende Ausstattung: Backofen  Geschirrspüler Glaskeramikherd Dunstabzugshaube Kühlschrank inkl. GefrierfachDer Kellerabteil sowie die gemeinschaftliche Waschküche befinden sich im Untergeschoss der Liegenschaft.Bei Interesse bitten wir höflich eine Online-Anfrage zu senden.Disclaimer: Die Fotoaufnahmen stammen nicht von der Wohnung und ze",4.5,100,1781
1662023689-388,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 120 m², CHF 2400.—","8620 Wetzikon ZH, ZH",CHF 2400.—,«EINZIGARTIG MIT WEITSICHT»,"3,5 Zimmer, 120 m², CHF 2400.—8620 Wetzikon ZH, ZH«EINZIGARTIG MIT WEITSICHT»Diese wunderschöne und einzigartige Attikawohnung verfügt über diverse Annehmlichkeiten. Darunter zwei grosse Terrassen welche dieses Objekt einzigartig machen. Die Wohnung ist in einem hervorragenden Zustand und liegt zentral gegenüber dem Tödipark mit Weitsicht auf den Bachtel.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Wohn-Esszimmer mit Cheminée- zwei grossflächige Dachterrassen- zwei Badezimmer- direkter Liftzugang in die Wohnung bzw. Tiefgarage- Reduit mit Waschmaschinen-, Tumbleranschluss- Garagen- oder AussenpAnbieter kontaktierenKontaktieren",3.5,120,2400
1662023752-881,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=21,"3 Zimmer, 71 m², CHF 1810.—","Sandbüelstrasse 44, 8606 Greifensee, ZH",CHF 1810.—,«Einladende Wohnung am schönen Greifensee»,"3 Zimmer, 71 m², CHF 1810.—Sandbüelstrasse 44, 8606 Greifensee, ZH«Einladende Wohnung am schönen Greifensee»Per 01. September 2022 oder nach Vereinbarung vermieten wir diese schöne 3-Zimmer-Wohnung mit schönem Balkon.Das nahegelegene Naturschutzgebiet um den Greifensee lädt zum Verweilen ein. In einem Radius von ca. 8 Gehminuten erreichen Sie Schulen, den Bahnhof Nänikon-Greifensee sowie diverse Einkaufsmöglichkeiten. Die Kita befindet sich sogar gleich über die Strasse. Sportbegeisterte Familien können sich im nahegelegenen Tennis-, Kletter- und Sportzentrum Milandia austoben.Die Wohnung überzeugt durch folgende Attribute:Wohnbereich mit Parkettbode",3.0,71,1810
1662023701-498,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37,"2,5 Zimmer, 59 m², CHF 1610.—","Balsbergweg 14, 8302 Kloten, ZH",CHF 1610.—,«Die perfekte Wohnung im beliebten Balsbergquartier»,"2,5 Zimmer, 59 m², CHF 1610.—Balsbergweg 14, 8302 Kloten, ZH«Die perfekte Wohnung im beliebten Balsbergquartier»In diesem gepflegten Mehrfamilienhaus erwartet Sie eine grosszügige Wohnung mit zeitgemässer Ausstattung und attraktivem Grundriss. Diverse Einkaufsmöglichkeiten, Nähe zum öffentlichem Verkehr (S-Bahn/Glattalbahn/Bus), Flughafen und Autobahnanschluss. Diese Vorzüge machen diese Wohnung zu einem besonders begehrten Ort zum Leben und Sein.Für Ihre Wohnqualität: - Wohn- und Schlafzimmer mit Parkettboden - Offene moderne Küche mit Glaskeramikherd und Geschirrspüler - Nasszelle mit Badewanne und WC - Einbauschrank im Korridor - Grosszügiger Balkon -",2.5,59,1610
1662023755-905,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=20,"1,5 Zimmer, 30 m², CHF 1480.—","Butzenstrasse 2, 8038 Zürich, ZH",CHF 1480.—,«Wohnen im schönen Wollishofen»,"1,5 Zimmer, 30 m², CHF 1480.—Butzenstrasse 2, 8038 Zürich, ZH«Wohnen im schönen Wollishofen»Per 01.10.2022 vermieten wir diese wunderbare Wohnung, wofür sich ein Besichtigungstermin lohnen wird. Folgende Eckdaten:- Helle Wohnung- Küche mit Glaskeramikkochherd und Geschirrspüler- Bad mit Waschmaschine- Aussenparkplätze à CHF 150.00/MonatDie Liegenschaft ist sehr gut mit dem ÖV erreichbar. Die nächsten Bus- und Tramhaltestellen sind nur wenige Schritte von der Haustüre entfernt. Der nächste Sportplatz ist in nur 7 Gehminuten erreichbar, wobei Sie 100m weiter das Flussbad Oberer Letten finden.Anbieter kontaktierenKontaktieren",1.5,30,1480
1662023795-1223,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=7,"4,5 Zimmer, 111 m², CHF 3765.—","Eggbühlstrasse 24, 8050 Zürich, ZH",CHF 3765.—,«Wohnen im «Eggbühl»»,"4,5 Zimmer, 111 m², CHF 3765.—Eggbühlstrasse 24, 8050 Zürich, ZH«Wohnen im «Eggbühl»»Wunderschöne 4,5-Zimmerwohnung mit gepflegtem Ausbau an optimaler Lage zu vermieten per 1. Oktober 2022.Wohnen im Eggbühl, das ist Lebensqualität pur.Die hochwertige Wohnüberbauung mit attraktiven Gewerbeobjekten besticht nicht nur duch grosszügige Freiflächen und divere Einkaufmöglichkeiten, sondern ebenso durch eine optimale VerkehrsanbindungAlles im direkten UmfeldIn der Überbauung lässt sich das Leben in jeder Hinsicht geniessen. Bitte beachten Sie, dass die Bilder nur den Ausbaustandard zeigen und nicht die Wohnung repräsentieren.Anbieter kontaktierenKontaktieren",4.5,111,3765
1662023745-838,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=23,"1 Zimmer, 20 m², CHF 1790.—","8154 Oberglatt ZH, ZH",CHF 1790.—,«MÖBLIERT UND AN ZENTRALER LAGE»,"1 Zimmer, 20 m², CHF 1790.—8154 Oberglatt ZH, ZH«MÖBLIERT UND AN ZENTRALER LAGE»Dieses wunderschöne Studio-Apartment befindet sich im Herzen von Oberglatt, wo Sie die vereinten Vorteile von Stadt und Land geniessen können. Sie erreichen diverse Einkaufsmöglichkeiten, Restaurants, Schulen und öffentliche Verkehrsmittel in nur wenigen Minuten. Das Apartment ist möbliert und zeichnet sich mit dem durchdachten und kompakten Grundriss aus. Die Küche und der Waschturm sind zur Mitbenützung. Perfekt geeignet ist diese Wohnung für Singles, Paare und Wochenaufenthalter, die gerne zentral und praktisch wohnen möchten.Dieses BETTERHONeuAnbieter kontaktierenKontaktieren",1.0,20,1790
1662023745-822,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=23,"2,5 Zimmer, 65 m², CHF 1560.—","Centralweg 8, 8910 Affoltern am Albis, ZH",CHF 1560.—,«Wohnen an bevorzugter Lage!»,"2,5 Zimmer, 65 m², CHF 1560.—Centralweg 8, 8910 Affoltern am Albis, ZH«Wohnen an bevorzugter Lage!»Unsere charmante Wohnung ist perfekt für ein Paar!Das Objekt befindet sich oberhalb des per 2017 revitalisierten Einkaufszentrums ""Zentrum Oberdorf"". Eine Vielzahl an Einkaufsmöglichkeiten wie z. B. Lebensmittelgeschäfte, Coiffure, Kleiderboutiquen usw. sind somit lediglich wenige Schritte entfernt. Wohnzimmer, Korridor und Schlafzimmer mit ParkettModerne Küche mit Geschirrspüler & Backofen auf SichthöheIm Korridor befindet sich ein geräumiger WandschrankBad/WC mit weissen PlattenKellerabteil vorhandenEinstellplatz kann dazu gemietet werden (FrAnbieter kontaktierenKontaktieren",2.5,65,1560
1662023701-482,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37,"1 Zimmer, 20 m², CHF 2150.—","Limmatquai 70, 8001 Zürich, ZH",CHF 2150.—,«Bijou Appartement am Limmatquai»,"1 Zimmer, 20 m², CHF 2150.—Limmatquai 70, 8001 Zürich, ZH«Bijou Appartement am Limmatquai»",1.0,20,2150
1662023801-1256,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=5,"3,5 Zimmer, 80 m², CHF 1655.—","Stationsstrasse 62, 8424 Embrach, ZH",CHF 1655.—,«Grosszügige 3.5 Zi-Wohnung an ruhiger Lage»,"top3,5 Zimmer, 80 m², CHF 1655.—Stationsstrasse 62, 8424 Embrach, ZH«Grosszügige 3.5 Zi-Wohnung an ruhiger Lage»In einem sehr gepflegten, ruhigen Mehrfamilienhaus vermieten wir diese behagliche, geräumige, sehr helle und sonnige 3.5 Zi-Wohnung mit grosszügigem Balkon nach Westen, folglich schöner Abendsonne.Im Korridor hat es neue Einbauschränke. Ausser Bad, Küche und Gang hat es in allen Zimmern einen hochwertigen, neuen Korkboden. Die Küche ist modern mit GS und allen sonstigen Annehmlichkeiten. Das Bad ist sehr geräumig.Zur Wohnung gehört ein Keller und ein Estrichabteil. Parkplätze hat es in der Tiefgarage oder draussen.Gerne zeigen wir Ihnen dieses",3.5,80,1655
1662023807-1305,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=3,"2,5 Zimmer, 60 m², CHF 1540.—","Weststrasse 66, 8620 Wetzikon ZH, ZH",CHF 1540.—,«Ihr neuer Wohnungsstart»,"top2,5 Zimmer, 60 m², CHF 1540.—Weststrasse 66, 8620 Wetzikon ZH, ZH«Ihr neuer Wohnungsstart»Per 01.10.2022 vermieten wir diese 2.5-Zimmerwohnung in Wetzikon ZH.Die Wohnung bietet Ihnen folgende Annehmlichkeiten und ist per sofort oder nach Vereinbarung verfügbar:Wohnzimmer, Schlafzimmer und Küche mit ParkettbodenModerne, offene Küche mit Glaskeramikherd, Geschirrspüler und GranitabdeckungBadezimmer mit dunklem Plattenboden, Badewanne und SpiegelschrankKontrollierte WohnungslüftungBalkon für gemütliche SonnenstundenLift ist vorhandenUmgebung:Der Bahnhof Wetzikon liegt nur wenige Gehminuten entferntDiverse Einkaufsmöglichkeiten sind vorNeuAnbieter kontaktierenKontaktieren",2.5,60,1540
1662023777-1062,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=13,"3 Zimmer, 70 m², CHF 1490.—","Ifangstrasse 48, 8604 Volketswil, ZH",CHF 1490.—,«Wohnen in grüner Umgebung»,"3 Zimmer, 70 m², CHF 1490.—Ifangstrasse 48, 8604 Volketswil, ZH«Wohnen in grüner Umgebung»LageVolketswil ist dank der guten Infrastruktur und einem interessanten Vereinsleben der ideale Ort für Bildung, Wirtschaft, Kultur und Freizeit. Speziell ist der Griespark mit dem dazugehörigen Sport- und Kulturzentrum Gries zu erwähnen. Naturfreunde finden ihre Ruhe in den wichtigen Naherholungsgebieten. Die Aussichtspunkte auf der Huzlen oder dem Homberg laden dazu ein! Die Einkaufszentren Volkiland, Zentrum sowie das ganze Industriegebiet sind mit dem dichten Netz des Busbetriebs problemlos erreichbar. Auch alle Gemeindegebiete sowie die BaAnbieter kontaktierenKontaktieren",3.0,70,1490
1662023798-1225,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=6,"3,5 Zimmer, 73 m², CHF 1786.—","Bodenstrasse 21, 8805 Richterswil, ZH",CHF 1786.—,«3.5-Zimmerwohnung an der Bodenstrasse 21 in Richterswil»,"top3,5 Zimmer, 73 m², CHF 1786.—Bodenstrasse 21, 8805 Richterswil, ZH«3.5-Zimmerwohnung an der Bodenstrasse 21 in Richterswil»An ruhiger Wohnlage (Wohnquartier an Nebenstrasse) suchen wir per 01.10.2022 oder nach Vereinbarung Nachmieter für unsere helle und gemütliche 3.5-Zimmerwohnung mit folgender Aufteilung:- Eingangsbereich mit zwei Einbauschränken- Wohnzimmer mit Nische- Küche (diverse Schränke, Keramikherd, neuer Backofen, Kühlschrank mit Gefrierfach, Abwaschmaschine)- separates WC mit Lavabo- Badezimmer (Badewanne, Lavabo)- kleiner separater Abstellraum- Elternschlafzimmer- Kinderschlafzimmer.Hinzu kommen ein Balkon mit Sicht ins Grüne und ein Kellerabteil. Es",3.5,73,1786
1662023767-997,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=16,"4,5 Zimmer, 114 m², CHF 2650.—","Wülflingerstrasse 151a, 8408 Winterthur, ZH",CHF 2650.—,«Wohnglück auf den ersten Blick»,"4,5 Zimmer, 114 m², CHF 2650.—Wülflingerstrasse 151a, 8408 Winterthur, ZH«Wohnglück auf den ersten Blick»Per 01.09.2022 vermieten wir diese schöne und helle 4.5-Zimmerwohnung in Winterthur. Die Wohnung bietet Ihnen folgende Annehmlichkeiten:- Wohn- und Schlafzimmer mit Parkettboden- Nasszelle und Küche mit dunklem Plattenboden- Grosses Wohnzimmer mit viel Tageslicht- Helle und geräumige Zimmer- Moderne Küche mit Glaskeramikherd, Geschirrspüler, Backofen und ausreichend Stauraum für Ihre Küchenutensilien- Separates WC mit Lavabo, Spiegelschrank und Badewanne- Waschküche und Trockenraum zur MitbenutzungUmgebung: - Die Liegenschaft verfügt über einenAnbieter kontaktierenKontaktieren",4.5,114,2650
1662023733-740,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=27,"1 Zimmer, 22 m², CHF 1300.—","Affolternstrasse 103, 8050 Zürich, ZH",CHF 1300.—,"«An ruhiger Lage in schönem Wohnquartier, nahe Bahnhof Oerlikon!»","1 Zimmer, 22 m², CHF 1300.—Affolternstrasse 103, 8050 Zürich, ZH«An ruhiger Lage in schönem Wohnquartier, nahe Bahnhof Oerlikon!»Per 1. Dezember 2022 vermieten wir eine 1-Zimmerwohnung (ca. 22.4 m2) an ruhiger Lage. Die Wohnung wurde im 2019 gebaut und ist wie folgt ausgestattet:- Neue Küche mit Geschirrspüler und Glaskeramikherd- WC mit Dusche- Zimmer und Küche mit hellem Vinylboden und WC mit Plattenboden ausgestattet- Kellerabteil (5 m2) - Grosser Sitzplatz (ca. 16 m2) West Lage - Veloabstellplatz vorhandenDer Mietzins für das Studio setzt sich wie folgt zusammen:Nettomiete Fr. 1'207.-Nebenkosten Fr. 93.-Bruttomiete Fr. 1'300.-Die Bruttomiete von Fr. 1'300.- beinhalteNeu",1.0,22,1300
1662023689-391,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=41,"4,5 Zimmer, CHF 2550.—","Gerenstrasse 16, 8305 Dietlikon, ZH",CHF 2550.—,«Sitzplatzwohnung sucht dich!»,"4,5 Zimmer, CHF 2550.—Gerenstrasse 16, 8305 Dietlikon, ZH«Sitzplatzwohnung sucht dich!»Wir vermieten per 01. Oktober 2022 diese schöne 4.5-Zimerwohnung im Erdgeschoss mit sonnigem Sitzplatz. Die Liegenschaftbefindet sich in einem ruhigen, bevorzugten Quartier im Grünen. Die öffentlichen Verkehrsmittel, der Bahnhof sowie die Einkaufsmöglichkeiten sind in wenigen Gehminuten bequem zu erreichen. Auf folgende Highlights dürfen Sie sich freuen:- Helles Wohnzimmer mit pflegeleichtem Parkett- Grosser, sonniger Sitzplatz mit überdachtem Bereich - drei grosszügige Schlafzimmer - Schönes Bad/WC mit hellen Plättli und modernen Armaturen - s",4.5,,2550
